,A,B-1,B-2,C-1,C-2,D,E,F,G,H-1,H-2
GTEX-13X6K-1626-SM-7EWCX,1.53216120197465,0.18282598913042,-0.0962298210801245,0.869931065949188,-0.29223092229693,0.354557145988757,0.562437136974755,-0.423005346476206,-0.746948503365908,6.96128479581405,-6.28989843811402
GTEX-13YAN-1026-SM-5O9CF,0.206616155399195,0.0988461501822408,0.0765683896884726,-0.732980228154494,-0.399983474076025,-0.835570680345287,0.286357308681284,-0.351407610595313,0.0172008436983984,-3.91495967519058,2.76399458460425
GTEX-144GM-0126-SM-5Q5AX,-0.77106271737835,0.306694460283624,0.717260069371273,-0.599632812742473,-0.357376829319499,0.16638592301373,0.136667279106541,-0.269239560653074,-0.129391325086984,-2.72144245330417,2.7385971968481
GTEX-144GN-0426-SM-5O9AP,1.59915260373457,0.655552783285048,-0.356727904068552,-1.04132662857666,2.93767466677997,0.165532922134547,0.612266304289495,-0.873196747322219,0.239189191235249,-2.58963337050307,2.7202438641689
GTEX-144GO-0226-SM-5LUB1,0.285621836652205,-0.162252329551181,0.651840159666672,0.767015415883912,-1.64285724288344,1.08584959132157,0.233174782345669,-0.229555748445414,0.560673006296235,-3.12656840728733,3.09950760344921
GTEX-145LS-1226-SM-5Q5D9,1.47674681906212,0.683863882276855,0.394573113870886,0.170762031753855,1.92339434189131,0.958534694637478,1.14767082981834,0.424779348137481,0.280951307266535,5.2825178003025,-5.5396820754468
GTEX-145LT-0326-SM-5LUAD,-0.966583808725496,0.611585697075646,-0.324237000369184,-0.335956343292607,0.123590129464781,0.813063189739627,-0.523415941810611,-0.512505282072034,-1.09719465681096,-3.35820388467611,2.75254116843708
GTEX-145LU-0526-SM-5O9AT,-0.119722098402827,-0.935741367186264,0.270693839771684,0.761441249244599,-2.24548408938043,0.0901042257634172,1.07106305164216,-0.863941160259205,-0.771814846637023,-3.07513485348476,3.25422037568636
GTEX-145ME-0226-SM-5S2QN,-1.20672979996368,0.556079864926853,0.0635971531078336,-0.179555796264028,-2.03229597366236,0.262069159247183,0.872103234235434,-1.14379766233767,-0.388863354853755,6.05380943668561,-6.39389230136935
GTEX-145MF-0726-SM-5Q5BT,2.08109954409934,0.478406749661502,0.172389287012044,0.891389662893457,-0.588320610901239,0.233344250060637,2.00325457866927,-0.389580223438533,2.02778631792096,-2.70198930915245,3.1499821343804
GTEX-145MH-0626-SM-5NQAK,2.06808970662798,-0.497962250805156,-0.172210478923832,0.418696828472746,-0.0791333360919673,-0.672903023615695,-0.682665817165653,0.0157924841522588,-0.532334535824804,-2.32088128515238,2.66887866481466
GTEX-145MN-0926-SM-5NQBT,1.38028533229488,0.680080831086236,-0.64796556688711,-0.202729198900638,-0.904786539780393,-0.703646600052784,0.58994194529675,-0.441339016186249,0.381824374428187,-2.53500770201253,3.00621760963585
GTEX-145MO-1326-SM-5Q5EF,-1.11556756689133,-0.0413569540668239,0.470028804328018,0.777533199327183,0.162048322757123,0.7948879334957,0.221113184997854,0.285724850124019,0.0859568071801142,-2.52677997045049,3.04602560287844
GTEX-146FH-1226-SM-5NQB6,-0.911292479415205,-0.597257537292676,-0.0767757594843086,-0.208455980954535,-1.72407379830641,-0.591703087807348,0.362299309964359,-0.558043734255265,-0.625607276242277,6.62605414306396,-6.60898680918057
GTEX-146FQ-0926-SM-5LUAV,1.26512536988951,0.188781892264913,0.245518511165777,-0.467506412739671,2.89170195779945,0.860661906871544,-0.627317237882558,-0.492773008563621,-0.594009409067573,-2.91545132785718,2.69413304597876
GTEX-1477Z-0626-SM-5NQB7,0.248112459793188,-0.675002914906426,0.0354890656671756,-0.69065191869018,-1.14469069300894,-0.835837575014103,-0.0518876255009314,-0.260073421110973,-0.453857502941,-3.58600484726636,2.81964604591595
GTEX-147F3-0726-SM-5NQ9U,-0.497604439027524,0.704964803589922,-0.569003332852165,0.18270044849765,0.00943210963539531,-0.595367626901029,0.0905379614319313,-0.439158049008496,-0.0179343082307277,7.0015557922749,-6.8352811359771
GTEX-147F4-0926-SM-5Q5EO,-0.485044680055456,-0.74820053738153,1.09226046634565,-0.0183960942692247,-0.232558280366044,1.3386741712669,-0.174010517743375,0.237027712523342,0.00991460486834055,-2.86054876827589,3.06232860927883
GTEX-147GR-1226-SM-5TDCL,-0.709155755838443,0.416073485315917,0.105899533866014,-0.255381296747758,1.28466680033835,0.481709669986271,1.16677303581377,0.821520276492783,0.0428857861235604,1.32633319849271,2.97666544363186
GTEX-147JS-1226-SM-5RQK4,-0.592329063615326,-0.379060512532686,0.561321894489182,0.439249619194474,2.81958646943976,0.373980838391114,0.132884221910437,-0.376240180142986,1.19038758397532,-2.88712360319083,2.77889340908763
GTEX-148VI-0226-SM-5RQKA,0.748834242987757,-0.0558503461136628,-0.0695070024931805,-0.271017980157984,0.786591343913464,0.181837504659606,-0.308951625324216,-0.291178704048938,-0.989912162136018,6.72171405251365,-6.88661176061337
GTEX-148VJ-0826-SM-5LU8V,-1.15932227689864,-0.485816678158964,0.360249177923217,-0.31113322421207,-0.341817617129111,0.894505904008864,0.68319793176018,-0.4374371464797,-0.381282553276927,-2.84242243155225,2.97652283470576
GTEX-1497J-0326-SM-5Q5CN,1.25453239267159,0.0308023094527381,-0.283668782644401,-0.0546735166258327,-0.361037201575745,1.0657356323304,-1.01167057680382,0.0602692063218259,-0.6184532143278,-2.66309159573999,2.85678112115822
GTEX-14A6H-0526-SM-5NQAZ,0.332800334011144,0.0231362994480915,0.100770603531173,-0.671402768163504,3.62220507893401,-0.264593193647233,-0.971840805644506,-0.258101314507083,0.236161822408102,-3.02040605927549,2.70055939041933
GTEX-14ABY-1126-SM-5Q5F8,0.64788724511869,-0.497365406271891,0.139094269739131,0.522937079265987,-1.04691869949222,0.888350858918395,-1.65637121039523,0.64175811968014,1.04326266825502,-2.36936511665702,2.83846611976242
GTEX-14AS3-0926-SM-5TDD6,1.19292644171013,-0.00475415118130133,-0.179969388352554,-0.493530334727862,-1.2246137363021,0.0187344825109815,0.0336637377796947,0.432760041163579,-0.0214250639858051,5.90541284305917,-6.26782546046828
GTEX-14BIL-1226-SM-79OME,-0.905584789631108,-0.637598431005878,0.0180962389135997,0.104814150896249,1.77885083725786,0.675393514853035,-1.12799724660415,0.428742607995982,0.648780243371272,-4.10236224900743,2.8314170044265
GTEX-14BMU-0526-SM-73KW4,-1.15878372892911,0.693568845995911,-0.473563566796855,-0.410735625272763,-1.12661280693606,0.0688707007439281,0.0786304206902904,-0.445819151990359,-0.577346037387082,6.76217837433926,-6.4304527573751
GTEX-14BMV-0826-SM-73KXU,-0.663704495701747,0.141660870875195,1.04157972072716,1.42747040390088,-0.41026221267629,0.0899758164080372,0.0761093576255842,-0.313448154797537,-0.511013776159257,-3.86045950054693,3.17718147308665
GTEX-14C39-0326-SM-5TDDX,1.65642359146206,-0.0550174368702625,0.658660368472858,-0.253096734025678,0.170028145574897,0.986160830254664,0.659751051186635,2.63732090608951,-0.468945998940221,-2.30302656790031,2.44096546692207
GTEX-14C5O-1126-SM-5TDEH,-0.641833970959134,-0.603255222329708,-0.2981457978375,0.178490297801143,-1.62545390965617,0.322197230511083,-0.0137109649346199,1.21916614197791,0.046428544355465,-2.80485703911138,2.98254257525684
GTEX-14DAQ-0926-SM-793AZ,0.68640754364779,0.385287918156779,-0.486772520169068,0.947752431805632,-1.75258563245843,0.641048786236219,0.362392341527057,0.38760323816146,-0.719994929909447,7.34891431065887,-6.19908848199054
GTEX-14DAR-0226-SM-5S2PR,-0.29469946906124,0.787766826603456,-0.608444779563408,-0.108496892402119,-2.05247448001484,0.344134489402854,-0.522800639927633,-0.866456660587466,-0.0903732440470872,-4.16614317826605,2.55642416827377
GTEX-14E1K-0226-SM-62LDT,-0.990234750555737,0.552545276109413,-0.806735695857661,0.420419148126627,-1.5776112280781,-1.19626428398281,0.585583532525861,0.390773793743717,1.16776568830268,-3.25317909682946,2.95510834342032
GTEX-14E6C-1426-SM-5ZZWH,0.394548888643997,-0.840817091338944,0.0566999627932223,0.421628912647842,-1.02619083762424,-0.663878117405551,-1.09890575225287,0.253329019795765,-0.472074488862642,-2.59727643814282,3.06296725377339
GTEX-14E6D-1026-SM-5S2RS,2.08994637445524,-0.514541511407082,0.29364237759384,0.537413413016618,-1.71177790143199,0.564743754366385,0.0113061520349517,-0.845010437659651,-0.378203886047456,-1.92549351856184,3.10831278199458
GTEX-14E6E-0426-SM-73KUE,0.600077687644461,0.872605233048477,-0.304071908079885,-0.283063775454195,1.47277694000153,-0.0897860314599443,0.281163341531938,-0.371508012472093,1.07970593930371,-3.34885848233838,2.55406483072113
GTEX-14E7W-1326-SM-5RQIV,0.308286732932232,-0.134287457029277,0.596502382407525,1.18370282199987,-0.45465325328406,0.542383999520275,0.61120727046342,-0.300864795367849,1.2988536246525,-3.46305695842793,3.0867568298061
GTEX-14JG1-0926-SM-5YY8W,-0.484375465947756,-0.538150906587794,0.508296314527966,0.953200785079201,-1.34625770719428,-0.646337583912332,0.662928796684384,-0.737208142105025,0.944069901363998,-3.85651853217251,2.87499272678895
GTEX-14JG6-0326-SM-6AJBT,0.98322367288758,0.933994984161994,-0.630996454547231,-0.338558678822845,-0.606938044078398,0.413254069527867,-0.929611112613826,-1.15953405493552,0.461822262290416,6.73987399405022,-6.95966343330063
GTEX-14JIY-1326-SM-6AJB3,-0.140318870539209,-1.24344890768243,0.644626791909353,0.0308282241339299,-3.485093371986,0.924821698362285,-1.27985168343448,-0.732328556033305,-0.206641531454261,-2.75512519050076,3.20633534469487
GTEX-14LLW-0726-SM-5ZZVV,0.392429302073041,-0.877207358958819,-0.222936024236804,0.507076710616056,-0.6121785950448,-0.87497784043567,-1.82642302951836,0.351635997273385,-0.441307134189543,5.96906156286264,-6.8284366922287
GTEX-14LZ3-0726-SM-5YYAB,-0.7584296079467,-0.835652200255356,-0.212952184190454,0.178021942056878,-0.442014499171266,-0.268776960075888,-0.97556665745476,-0.361202941306286,-0.784979793056697,5.77657867665649,-5.78095208350355
GTEX-14PHY-0526-SM-664NM,-0.463096471569874,0.559845265493311,-0.123836884383689,-0.627039416305298,1.42021190506925,0.561045735799729,1.65223562956783,-0.705437017937652,-0.141505333965857,6.66235662114818,-6.68283034961818
GTEX-14PJ4-0626-SM-6AJBS,1.33359926916492,0.644951428998444,-0.755026488912737,-0.606965059253137,-1.4235634943305,0.399832167038812,0.338520504431341,-1.13425601730139,-0.503071596079368,-2.99963532481173,2.70038136086746
GTEX-14PJ5-0226-SM-5YY99,-0.498721547663062,0.625373573536028,-0.71738502674903,-0.158112394600635,-1.93622427906217,-0.921160326172121,0.414439828301688,-1.00224155500302,0.432728071690957,6.77069917965314,-6.86536591232948
GTEX-14PJM-0926-SM-6AJ9Y,-0.970229525631896,0.556307080942118,0.16543889418924,1.20268231464091,0.844490792664045,0.887993618536688,0.88648921103686,-0.886812378397783,-0.747855760602084,6.46988380990808,-7.28892380865749
GTEX-14PJO-0926-SM-686YT,1.49379901094883,-0.375085806497052,-0.0641958769619735,-0.00065557855044632,1.90130580139815,0.615023239780016,-0.600147623176816,-1.39687338287636,-0.371314959012784,-3.87025066518059,2.79347288225518
GTEX-14PK6-0326-SM-6AJ9S,-0.0215609970959646,0.657200161347333,-0.4361697486457,0.774613341987468,-1.50525276101677,0.486019484037535,0.0695429533270364,-1.00563568721479,0.142261767570366,6.34038607065748,-6.58865553428473
GTEX-14PQA-1126-SM-7KUM4,-0.311147833602024,-0.682669412804019,0.361824414721007,-0.932373629098522,2.80045174546841,-0.501347159451162,-0.781650713914199,1.55616482518678,-0.318897545125382,5.44661769774143,-5.40947079845785
GTEX-14XAO-0526-SM-6AJB7,1.73864521647399,0.569012774636359,-0.410661170869723,-0.200003788357362,-0.147786138342306,0.473914318667499,0.00850008494032094,-1.33220001160337,-0.67700694770944,6.58456390398896,-7.06591002098236
GTEX-15CHC-0226-SM-5YYBB,0.907272205539855,0.752673491531024,-0.224259015480494,-0.423918321348404,1.47376243091752,-0.443244577535138,1.63234643112721,-1.07684182683623,-0.660135033047864,6.65053465725151,-7.00599836891694
GTEX-15CHR-0726-SM-7EPHG,-0.337292644621637,0.470689834931097,-0.4575065845131,0.298663956314131,-1.34783726779317,-0.0811918398533033,-0.821664214894803,-0.539460857794787,-0.788160109114453,-4.66083128340356,2.53423293673659
GTEX-15D1Q-0526-SM-6AJAY,0.620083544664741,-0.506534176845655,0.0907765447534197,0.199968062865141,2.10229764977752,0.583473701889772,-1.43347856738961,-1.29864331767811,0.641023688736141,-3.42458705165224,2.79268645306077
GTEX-15EOM-5010-SM-7P8PA,-0.640730049265778,0.704779995001963,0.11569534326073,0.0973800250479624,-1.48721965251926,-0.73500464037719,-1.00912688323121,-0.210037896622345,-0.29576433482907,3.70199461103307,-6.9515732537945
GTEX-15ER7-0926-SM-7KUMG,0.402087654181524,-0.0233130339646027,1.13001345893837,0.939842586600814,-0.445633598440775,-0.192519539391211,0.065858163025211,1.67088554406798,0.507364735524762,6.98732975665591,-5.29897761122943
GTEX-15EU6-1226-SM-6AJBE,-0.36138005153158,0.553533769525494,-0.458191864607227,-0.410107757639228,2.00616197402882,0.781095190708806,-0.622158738742688,-1.09337484172922,-0.505505874025198,-3.29721344814414,2.62342464756118
GTEX-15FZZ-0326-SM-6M48O,-0.418741443284404,0.615648187873749,0.336229795090608,-0.863796395710692,1.17419219781771,0.530307085164799,0.782068206081494,-0.348456837088013,0.699742276390608,6.84557686116707,-6.39349100972248
GTEX-15G1A-0426-SM-6M468,-1.26164693854072,0.603093102858522,-0.365079612886992,0.0543893808829686,0.0913929177337938,0.174466422768642,-0.417951536347576,-1.05747248854642,-0.381695488576852,-3.38284811132657,2.74417728180101
GTEX-15RIE-0326-SM-6PAMC,-1.05923913254426,0.0334160556776613,-0.525006658566456,-0.939091031794505,-0.0390234096585633,-0.0554298191684119,-1.3982059126841,0.278943232493678,-0.456260010894389,-1.82264942931588,2.81904278506133
GTEX-15RJ7-0626-SM-6M47V,-0.192461720467927,0.499921876194446,-0.0424826873850656,-0.14548337105714,0.607696362782759,0.459117559858198,0.5479338864612,-0.756788376569169,0.385643902749313,-3.39125273032407,2.72051781665246
GTEX-15RJE-1026-SM-6M46X,-0.328909240460932,-0.771124992292199,-0.464553955503884,-0.646092966466782,-2.29625493786743,0.112753496286572,-0.822094242217418,-0.690832141358449,-0.437732623464563,-2.4171415038627,2.80742017192184
GTEX-15SB6-0426-SM-6LPJ5,-0.296168193357979,0.209964640561471,0.0286945670952581,0.0573774146308297,2.39443892653953,0.715030388829427,0.406343825021336,-1.37433158293191,-0.645405431805168,5.79574322585057,-7.01526696920613
GTEX-15SHV-0326-SM-6M475,1.00008450832218,0.661801187240224,-0.764609121850655,0.307939826619281,0.102415673838744,0.260001944306028,0.129580874810458,-0.911155707242316,0.303798072302317,-3.20180833048373,2.80669929920768
GTEX-15SHW-0926-SM-6LPIO,-0.484247870906537,-0.488349033631006,-0.000496151742499298,-1.36696001688974,4.44619169886664,0.807304963759202,-1.47146710634804,-1.20730342789937,-0.185859624701633,-3.42823289828365,2.90500322275981
GTEX-15SKB-0826-SM-7KUFB,0.572274374177385,-0.780267426419281,-0.391479143381707,-0.475939408589191,0.905492989546832,-0.850112382503716,-1.32314851881247,0.155593790511035,-0.154803979403257,-3.06039404503051,2.66767464023244
GTEX-15UKP-1926-SM-6LPI9,0.623462704763931,0.605583692306445,-0.0695231249910131,0.582581127048283,-1.11172774001138,0.764688844313588,-0.338426366885572,-1.42391763646853,-0.502832966771826,-2.96040724207395,2.93139080717474
GTEX-169BO-0226-SM-79OL1,-0.95493974404337,0.372446749683484,-0.75040532095281,-0.94565650943158,-1.03804024774194,0.901996345168878,0.515260735163237,0.473514141307293,0.304017392477609,-3.2551436292409,3.201165920792
GTEX-16AAH-0426-SM-7DUFM,-0.776534820700474,0.774095031115168,-0.338092576320424,-0.35184611501731,3.45822497452204,0.170148208822849,0.310223031451284,0.361013517299627,-0.374306567122311,-0.29928989174335,2.69024488097587
GTEX-16GPK-1826-SM-7MGW5,-1.06611387395397,-1.07746391370241,-0.024687333414543,0.981129481875107,0.246007051726471,1.15719279726799,-1.800574969894,-1.4794650948205,-0.711629228239191,-3.59074342184071,2.66633791888604
GTEX-16MT8-1026-SM-6LPK1,0.410058774709392,-0.541294700829335,-0.196166434438367,-0.274229266973968,0.152842397632952,0.594246811678896,0.730331531073981,-1.24348580864824,-0.136491308223988,6.65515983839344,-6.2333669523217
GTEX-16MTA-1226-SM-7KULL,1.50867628276756,0.791808677024485,-0.714809310028571,-0.361981218309815,3.68365960823896,-0.52246175751933,0.235750228767571,1.44504176327516,0.48490045450559,-1.86153511834106,2.30325402057268
GTEX-16NGA-0226-SM-718AI,1.11010645112404,0.478593304341337,-0.654284994093471,-0.175336779145987,-0.145082817879874,-0.238072840076341,-0.0595164419630554,-0.176576498640418,-0.500906113817747,7.28123180799339,-6.77003543663953
GTEX-16XZZ-0926-SM-7DHLI,-0.899284523865487,0.625198588338775,0.465066439867439,0.0792170257083021,-1.08844687535762,0.0932260904641374,1.98599740125667,1.6535511565359,0.625629531829875,-3.37676397189761,3.12729179150984
GTEX-16Z82-1026-SM-6M48A,-0.229005495238865,-0.641667999729548,0.92737242264572,0.900540796246847,-1.2740977273672,0.343669852329441,-0.385310609426587,-0.646647013173707,1.19451854063271,-3.52790850001871,2.90726199195604
GTEX-178AV-0326-SM-6LPJF,-0.505080272479975,0.32799798268473,-0.0584448489688412,-0.547226149359693,3.27015779410233,0.466508155208993,0.978502977897808,-1.55933348785015,0.235848507494139,-3.21214378358185,2.83601131389365
GTEX-17EVP-0726-SM-7EWDX,-0.0484425059216608,-0.812807001416285,0.511348545101369,1.35500237827695,-0.701453708811798,0.451579748373605,0.36405243185268,-0.386075938675492,0.108775135897122,-2.92723591059663,3.10796369482424
GTEX-17EVQ-1526-SM-79ONG,1.41380059175451,-0.282935796386986,0.081844475000943,-0.329062638856195,-0.693653891118731,0.68692984238097,-0.930331070500628,-0.610902815084588,0.00218751001001435,-2.97070401163984,2.60599152065605
GTEX-17F96-0626-SM-793CC,-0.975956260748836,-0.116366014700786,-0.147765057259764,-0.109943597376228,-1.610046158667,0.213832428222102,0.424858195931175,0.172034419554629,-0.0701793978378795,-2.71847047853476,2.73526478923696
GTEX-17F98-0226-SM-793BV,-0.0688595206935167,0.663311220003884,-0.636056764654551,0.499953442268475,-1.16844549784057,0.143457590378327,-0.00884363143449852,0.027694139910981,-0.753647009184222,6.79294193730502,-6.32378280561516
GTEX-17F9Y-1026-SM-7IGO4,-0.706524973331259,-0.326072619268843,0.170490897607546,-0.72096452301503,0.625667541898022,-0.25537435909426,-0.759378102697355,-0.865033280741469,0.37056606922161,6.03261376706388,-6.73490297601439
GTEX-17GQL-0726-SM-731BL,-0.623262848421677,0.201043578903693,-0.631527244844571,0.0204780818250502,-1.86369282198823,0.0281463397320349,0.447054931428341,0.626641800299121,-0.193436048751804,-3.80654540839679,2.5913355362868
GTEX-17HG3-0326-SM-7IGP4,0.783005071696013,-0.420395803684791,0.256831971724908,-0.358579918456843,1.22824087730396,-0.0862396379765511,-1.93243424775206,-0.797258730066996,0.776182278713941,5.39991198553548,-6.58013263041543
GTEX-17HGU-0926-SM-79OKO,-0.955640220477215,-0.894363931264375,0.239338552905998,-1.76741807662288,-1.5019479188249,0.963352573795003,0.936145650811693,0.156923423473228,0.314580771879325,-4.4814105738318,3.05255409439115
GTEX-17HHE-0626-SM-7DHL6,-0.949136597420364,0.428616400798582,-0.15408848037515,0.699935970373029,-0.984582348268449,0.406097940814287,-0.0456049123109633,0.849026912120972,-0.450674600962278,-3.54333916678004,2.87973083934991
GTEX-17HII-0926-SM-79ON7,-0.265565494574604,-0.53716699918552,0.564383111512097,-0.0936845813513892,1.68159253084129,1.1813043115256,-0.18637247474581,-0.161532005279547,0.0527372265158501,-3.6220041295994,2.87398929060656
GTEX-17JCI-1526-SM-7IGOQ,1.07946396553642,-0.470467788044048,1.07234124391401,1.18931750826415,-0.406042778429804,0.234553108249862,-1.51832617986753,-0.636442147736124,-0.252986035698979,6.13474802773032,-7.01681272144605
GTEX-17KNJ-0926-SM-7IGP2,0.390228376191181,0.0432336737539721,-0.217241749092147,-0.881974019913828,2.07321263322151,-0.204795841540871,0.836672266847707,-1.21099646176957,0.931689422127619,-4.33003099660527,2.86210688442377
GTEX-17MF6-0826-SM-7LT8F,0.98087270563616,-0.392938849516683,0.503222363960209,-0.398975757239728,-0.309936618303727,0.175508459948092,-0.415216694998308,0.146799597339812,-0.471085661465882,-3.00865344081583,3.35171591288536
GTEX-183FY-0726-SM-793C3,0.0753407085209445,0.488190189628788,-0.384514418739842,-0.862208457027156,5.39447050277145,0.258370266359606,-1.33773117144779,-0.166738228989779,0.581663626797482,-2.64562098073528,2.631884401984
GTEX-18465-0626-SM-7LT8X,1.368775741765,0.0522368236417918,0.354141872469446,0.52639452258346,-0.461724369822198,0.229483953308439,0.892646028782967,0.19369339049206,1.15955866574973,-2.95025734585687,3.06839287012396
GTEX-18A66-0926-SM-718BG,-1.11205649768621,0.321860606561803,-0.227391978769487,-0.965048085281714,4.91929617625658,-0.207267515408882,-1.04729816242862,1.17863244526381,-0.582873585383801,-4.47441757979036,2.60701782774495
GTEX-18A67-1126-SM-7KFSB,1.37736864539494,0.745957906905751,-0.487232189647262,-0.228748187654996,1.50921161828058,0.372938317360063,0.429715711202564,-1.08057899197956,0.605376696209855,-3.50052587996736,2.80201118188521
GTEX-18A6Q-0826-SM-7KFRD,1.71592833404193,-0.435863938026343,0.426275742718697,0.13445829571628,-0.691419072019962,0.572538734303519,-0.569169830332299,-1.24488593830668,1.01957640981901,-2.96067986168138,2.81115127569893
GTEX-18A7A-1026-SM-7LT8B,0.576702163815139,0.283450343317429,0.871102789348144,1.1457621436168,-1.53388177036648,0.0275038000473163,-0.418949729973747,-0.184830958992784,0.986707840342725,6.99212493569283,-6.49533483019273
GTEX-18D9A-0226-SM-7KFSJ,0.514183621662991,0.760774132218536,-0.100936688716706,-0.49727879280707,-0.247208379559186,0.457750373510466,0.226819636559501,-1.28364438086031,0.288079689749066,6.54242078121201,-5.50397905902643
GTEX-18D9B-1026-SM-CNPO5,-0.125909347938751,0.0556915364692502,-0.112443253255481,-0.512980230866781,1.55147238944387,-0.295145457314522,1.41942395471507,1.01549944418097,0.462710617027462,-1.4112071212774,2.46930521151601
GTEX-18D9U-0526-SM-72D7C,-0.959256083794087,0.400268534826653,-0.420043170371183,-1.34055848340031,1.70434724075436,-0.255450398203769,-0.510385728638868,-1.40916133597897,-0.0859978437640625,-5.59876207023721,2.9377904327314
GTEX-18QFQ-0926-SM-7LG4V,-0.672462894269179,0.877318939097712,-0.413218269703224,-0.192076359048849,1.0360626618663,-0.583731518947602,-0.508305690021336,0.189757141879785,0.538425148779793,-4.8804348665379,3.20349067561679
GTEX-1A32A-0726-SM-731D4,1.97354176064624,0.413680934083591,0.0400382182623157,-0.00380725509443571,-1.13128124716649,0.0876192794150651,0.919782256777204,-0.101630170105855,-0.892995616387035,6.99134001296988,-5.88519626749036
GTEX-1A3MV-0526-SM-72D5A,0.716070444041926,0.690717641101081,-0.688303272448131,0.106249457510611,-1.30599038786365,-0.222925808332154,0.359219816352051,-0.199391610039812,-0.606625854280958,-2.78078044278404,3.11664628300815
GTEX-1A8FM-0826-SM-793D5,2.05398374462196,0.147189443878109,0.688912933009558,-0.406541052402974,-1.61593033373985,0.329916969220094,2.00036655341557,0.348187409470681,0.524780942303566,7.85696135035978,-5.94714448538576
GTEX-1A8G6-0726-SM-73KV5,-0.0232256950733945,-0.0451943008983468,0.78524112225268,0.647402810145548,-0.386347620286652,0.232370502125196,1.06080185301258,-0.137693589471823,0.481113271522228,-3.76564640146809,3.07934621227016
GTEX-1AX8Z-5010-SM-AHZ33,-0.756053831979938,0.816155641102201,-0.44502894036628,-0.434790872392556,3.53630497283917,0.765636560898069,-0.252918641774639,-1.39913912773787,-0.00359034824631278,-3.62336166322047,2.7513540282883
GTEX-1AX9I-0826-SM-73KUT,0.372265093537057,-0.686116480467664,0.0419559086005675,0.0518752086241216,-1.44585251796323,0.0378182403709825,1.0071444390398,-0.287016850216467,-0.452180366887793,-3.24857710208552,3.03554175318757
GTEX-1AX9J-1626-SM-73KUI,-0.44582150537292,0.728312987767924,-0.792488108868524,0.407338173695387,-0.906919591260074,-0.044044112643806,0.262061458096214,0.0265516461628223,0.171178323503216,-1.8366218435272,2.96906674668618
GTEX-1AX9K-0826-SM-731F9,-0.955182003574349,0.350253628828792,-0.0693689450257587,-0.94186289518031,0.153859229324704,0.965790658202905,1.37289063465503,-1.62121696304678,0.244203998148,-3.14861227129361,2.95165449016704
GTEX-1AYCT-0726-SM-7IGNG,-0.600592339026678,0.533021316449623,-0.164185086143142,0.16015670340262,-0.844430641083528,0.331119041471065,-0.31504593642752,-0.575329127054979,-0.0472951517908743,-3.61882189150709,2.94265514652005
GTEX-1AYD5-1226-SM-7EWEP,-0.741204050078317,-0.238242453342788,0.0890652876278884,-0.0241685955931292,1.1688172991569,0.382284943393856,1.5739211463508,-0.504412500927686,-0.455695729797018,-4.32672964379074,3.0608151550381
GTEX-1B8KZ-0526-SM-73KW2,2.00691332849379,0.0984792998726816,-0.294385685268283,0.43332731320091,1.30395386840685,-0.137627816754271,0.889553972866508,-0.0782405200575443,-0.284481961766733,-2.03503556544374,2.711568948486
GTEX-1B8L1-0626-SM-7EPHL,-0.752533881578985,-0.520335579396572,0.922275343400066,1.41671332710943,-1.38528168069759,0.109737586830673,0.311513201754295,-0.0299725682543531,-0.41013777936131,-3.16178006000472,2.92838204714045
GTEX-1B8SF-0826-SM-73KW8,0.120244459804377,-0.888665077417558,0.519465672263398,1.28412073691735,-1.53177646569297,0.0334529899023777,-0.701566915505089,-0.17093255139479,0.00308131766809818,-4.81254559381597,2.82658200470375
GTEX-1B932-0726-SM-731EY,0.133374668697865,0.287557185821412,-0.167144091984811,0.236177428373311,2.84809899031493,0.838529364390014,0.0394378855144843,-0.864799693977258,-0.587518167068568,7.22620049687945,-6.49637974909801
GTEX-1B933-0926-SM-9OSVH,0.0186283929449475,-0.407692086767967,0.272042889009202,0.0438808735253388,-1.55417468731001,0.527705930281897,0.190515365525827,-1.08796496125075,1.34631166447557,7.38617877009988,-6.84612631116766
GTEX-1B97I-0226-SM-73KVO,-0.599813765982099,0.67800578658655,-0.249586767305516,0.21015232736718,-0.257139327565719,0.705356379431054,-0.718259259382872,-0.515099988352352,-0.656939240707272,-3.6185915836851,2.63694290663876
GTEX-1B996-0726-SM-7IGPI,1.11255949518866,0.524951860390745,0.454346517180076,0.834225075665244,-0.221603614236807,-0.14089113910135,0.288602993356587,-1.0075048316915,-0.792236771526418,-3.90632158573484,3.04372744328414
GTEX-1BAJH-1326-SM-7RHFS,-0.836609459933363,-0.730634898401788,0.754381593488367,-0.394286335862692,-0.979265842191586,-0.871487270408422,2.74643166040291,0.223163788488386,0.476848154041904,-3.61684775973112,3.25538638662782
GTEX-1C4CL-0826-SM-7EWEZ,-0.521317942180113,-0.0132672423892851,-0.0198317056858925,-0.337350283784374,-0.912277218376623,0.208010003676167,0.234840643512482,-0.757303781952008,0.602070476571226,-5.59876207023721,2.67790082064996
GTEX-1C64O-1226-SM-79OOC,1.23212224175895,0.447872828701965,-0.283244725135497,-0.0460129861270612,-0.389946500083952,0.806566001222987,-0.208357311680703,-0.660106402085319,-0.507642797447978,-3.421731849562,2.82408493932296
GTEX-1C6VR-0626-SM-79OOY,-0.660085468876281,-0.47146440960674,0.918407615783445,0.575668491186845,-1.18644926034548,0.788523417885114,0.89446807689427,0.601253046832326,-0.651410645238026,-3.66504471009534,3.17649901383678
